/I27/G<2> X,/I27/G<2> Y,/I27/G<1> X,/I27/G<1> Y,/I27/G<0> X,/I27/G<0> Y
7.1e-07,0,7.1e-07,1.2,7.1e-07,0
7.2e-07,0,7.2e-07,1.2,7.2e-07,0
7.349999999999e-07,0,7.349999999999e-07,1.2,7.349999999999e-07,0
7.5e-07,0,7.5e-07,1.2,7.5e-07,0
7.6e-07,0,7.6e-07,1.2,7.6e-07,0
7.799999999999999e-07,0,7.799999999999999e-07,1.2,7.799999999999999e-07,0
8.1e-07,0,8.1e-07,1.2,8.1e-07,0
8.2e-07,0,8.2e-07,1.2,8.2e-07,0
8.349999999999999e-07,0,8.349999999999999e-07,1.2,8.349999999999999e-07,0
8.5e-07,0,8.5e-07,1.2,8.5e-07,0
8.6e-07,0,8.6e-07,1.2,8.6e-07,0
8.799999999999999e-07,0,8.799999999999999e-07,1.2,8.799999999999999e-07,0
9.1e-07,0,9.1e-07,1.2,9.1e-07,0
9.2e-07,0,9.2e-07,1.2,9.2e-07,0
9.349999999999999e-07,0,9.349999999999999e-07,1.2,9.349999999999999e-07,0
9.5e-07,0,9.5e-07,1.2,9.5e-07,0
9.599999999999999e-07,0,9.599999999999999e-07,1.2,9.599999999999999e-07,0
9.799999999999e-07,0,9.799999999999e-07,1.2,9.799999999999e-07,0
1e-06,0,1e-06,1.2,1e-06,0
1.00125e-06,0,1.00125e-06,1.2,1.00125e-06,0
1.0021289294531e-06,0,1.0021289294531e-06,1.2,1.0021289294531e-06,0
1.0038867883594e-06,0,1.0038867883594e-06,1.2,1.0038867883594e-06,0
1.004281828e-06,0,1.004281828e-06,1.2,1.004281828e-06,0
1.004331828e-06,0,1.004331828e-06,1.2,1.004331828e-06,0
1.004406828e-06,0,1.004406828e-06,1.2,1.004406828e-06,0
1.004481828e-06,0,1.004481828e-06,1.2,1.004481828e-06,0
1.0045927649832e-06,0,1.0045927649832e-06,1.2,1.0045927649832e-06,0
1.004645533e-06,0,1.004645533e-06,1.2,1.004645533e-06,0
1.0046719170083e-06,0,1.0046719170083e-06,1.2,1.0046719170083e-06,0
1.0046851090125e-06,0,1.0046851090125e-06,1.2,1.0046851090125e-06,0
1.0047114930208e-06,0,1.0047114930208e-06,1.2,1.0047114930208e-06,0
1.0047642610376e-06,0,1.0047642610376e-06,1.2,1.0047642610376e-06,0
1.0047845790282e-06,0,1.0047845790282e-06,1.2,1.0047845790282e-06,0
1.0048150560141e-06,0,1.0048150560141e-06,1.2,1.0048150560141e-06,0
1.004845533e-06,0,1.004845533e-06,1.2,1.004845533e-06,0
1.0048607714929e-06,0,1.0048607714929e-06,1.2,1.0048607714929e-06,0
1.0048912484788e-06,0,1.0048912484788e-06,1.2,1.0048912484788e-06,0
1.0049371572289e-06,0,1.0049371572289e-06,1.2,1.0049371572289e-06,0
1.0049550235807e-06,0,1.0049550235807e-06,1.2,1.0049550235807e-06,0
1.0049907562844e-06,0,1.0049907562844e-06,1.2,1.0049907562844e-06,0
1.0050622216917e-06,0,1.0050622216917e-06,1.2,1.0050622216917e-06,0
1.0051411194366e-06,0,1.0051411194366e-06,1.2,1.0051411194366e-06,0
1.005173659844e-06,0,1.005173659844e-06,1.2,1.005173659844e-06,0
1.0052310779073e-06,0,1.0052310779073e-06,1.2,1.0052310779073e-06,0
1.005259786939e-06,0,1.005259786939e-06,1.2,1.005259786939e-06,0
1.0053172050023e-06,0,1.0053172050023e-06,1.2,1.0053172050023e-06,0
1.0054199333036e-06,0,1.0054199333036e-06,1.2,1.0054199333036e-06,0
1.0054539260407e-06,0,1.0054539260407e-06,1.2,1.0054539260407e-06,0
1.0055219115148e-06,0,1.0055219115148e-06,1.2,1.0055219115148e-06,0
1.0056343575918e-06,0,1.0056343575918e-06,1.2,1.0056343575918e-06,0
1.0056643332155e-06,0,1.0056643332155e-06,1.2,1.0056643332155e-06,0
1.0057242844629e-06,0,1.0057242844629e-06,1.2,1.0057242844629e-06,0
1.0058384405474e-06,0,1.0058384405474e-06,1.2,1.0058384405474e-06,0
1.0059734548813e-06,0,1.0059734548813e-06,1.2,1.0059734548813e-06,0
1.0060172645403e-06,0,1.0060172645403e-06,1.2,1.0060172645403e-06,0
1.0061048838584e-06,0,1.0061048838584e-06,1.2,1.0061048838584e-06,0
1.0062801224947e-06,0,1.0062801224947e-06,1.2,1.0062801224947e-06,0
1.0066057231695e-06,0,1.0066057231695e-06,1.2,1.0066057231695e-06,0
1.0071998595922e-06,0,1.0071998595922e-06,1.2,1.0071998595922e-06,0
1.0083881324377e-06,0,1.0083881324377e-06,1.2,1.0083881324377e-06,0
1.0099999999999e-06,0,1.0099999999999e-06,1.2,1.0099999999999e-06,0
1.0111893803737e-06,0,1.0111893803737e-06,1.2,1.0111893803737e-06,0
1.0123787607475e-06,0,1.0123787607475e-06,1.2,1.0123787607475e-06,0
1.0147575214951e-06,0,1.0147575214951e-06,1.2,1.0147575214951e-06,0
1.0173787607475e-06,0,1.0173787607475e-06,1.2,1.0173787607475e-06,0
1.0199999999999e-06,0,1.0199999999999e-06,1.2,1.0199999999999e-06,0
1.0252424785048e-06,0,1.0252424785048e-06,1.2,1.0252424785048e-06,0
1.0357274355144e-06,0,1.0357274355144e-06,1.2,1.0357274355144e-06,0
1.0499999999999e-06,0,1.0499999999999e-06,1.2,1.0499999999999e-06,0
1.0599999999999e-06,0,1.0599999999999e-06,1.2,1.0599999999999e-06,0
1.0799999999999e-06,0,1.0799999999999e-06,1.2,1.0799999999999e-06,0
1.11e-06,0,1.11e-06,1.2,1.11e-06,0
1.1199999999999e-06,0,1.1199999999999e-06,1.2,1.1199999999999e-06,0
1.1349999999999e-06,0,1.1349999999999e-06,1.2,1.1349999999999e-06,0
1.1499999999999e-06,0,1.1499999999999e-06,1.2,1.1499999999999e-06,0
1.1599999999999e-06,0,1.1599999999999e-06,1.2,1.1599999999999e-06,0
1.1799999999999e-06,0,1.1799999999999e-06,1.2,1.1799999999999e-06,0
1.2099999999999e-06,0,1.2099999999999e-06,1.2,1.2099999999999e-06,0
1.2199999999999e-06,0,1.2199999999999e-06,1.2,1.2199999999999e-06,0
1.2349999999999e-06,0,1.2349999999999e-06,1.2,1.2349999999999e-06,0
1.2499999999999e-06,0,1.2499999999999e-06,1.2,1.2499999999999e-06,0
1.2599999999999e-06,0,1.2599999999999e-06,1.2,1.2599999999999e-06,0
1.2799999999999e-06,0,1.2799999999999e-06,1.2,1.2799999999999e-06,0
1.3099999999999e-06,0,1.3099999999999e-06,1.2,1.3099999999999e-06,0
1.3199999999999e-06,0,1.3199999999999e-06,1.2,1.3199999999999e-06,0
1.3349999999999e-06,0,1.3349999999999e-06,1.2,1.3349999999999e-06,0
1.3499999999999e-06,0,1.3499999999999e-06,1.2,1.3499999999999e-06,0
1.3599999999999e-06,0,1.3599999999999e-06,1.2,1.3599999999999e-06,0
1.3799999999999e-06,0,1.3799999999999e-06,1.2,1.3799999999999e-06,0
1.4099999999999e-06,0,1.4099999999999e-06,1.2,1.4099999999999e-06,0
1.4199999999999e-06,0,1.4199999999999e-06,1.2,1.4199999999999e-06,0
1.4349999999999e-06,0,1.4349999999999e-06,1.2,1.4349999999999e-06,0
1.4499999999999e-06,0,1.4499999999999e-06,1.2,1.4499999999999e-06,0
1.4599999999999e-06,0,1.4599999999999e-06,1.2,1.4599999999999e-06,0
1.4799999999999e-06,0,1.4799999999999e-06,1.2,1.4799999999999e-06,0
1.51e-06,0,1.51e-06,1.2,1.51e-06,0
1.51125e-06,0,1.51125e-06,1.2,1.51125e-06,0
1.512110211343e-06,0,1.512110211343e-06,1.2,1.512110211343e-06,0
1.5138306340291e-06,0,1.5138306340291e-06,1.2,1.5138306340291e-06,0
1.5155510567152e-06,0,1.5155510567152e-06,1.2,1.5155510567152e-06,0
1.516520431e-06,0,1.516520431e-06,1.2,1.516520431e-06,0
1.516570431e-06,0,1.516570431e-06,1.2,1.516570431e-06,0
1.516645431e-06,0,1.516645431e-06,1.2,1.516645431e-06,0
1.516720431e-06,0,1.516720431e-06,1.2,1.516720431e-06,0
1.5167496538041e-06,0,1.5167496538041e-06,1.2,1.5167496538041e-06,0
1.5167642652062e-06,0,1.5167642652062e-06,1.2,1.5167642652062e-06,0
1.5167934880104e-06,0,1.5167934880104e-06,1.2,1.5167934880104e-06,0
1.5168487721205e-06,0,1.5168487721205e-06,1.2,1.5168487721205e-06,0
1.5168973957642e-06,0,1.5168973957642e-06,1.2,1.5168973957642e-06,0
1.5169164556461e-06,0,1.5169164556461e-06,1.2,1.5169164556461e-06,0
1.5169545754099e-06,0,1.5169545754099e-06,1.2,1.5169545754099e-06,0
1.5169699137434e-06,0,1.5169699137434e-06,1.2,1.5169699137434e-06,0
1.5170005904105e-06,0,1.5170005904105e-06,1.2,1.5170005904105e-06,0
1.517015928744e-06,0,1.517015928744e-06,1.2,1.517015928744e-06,0
1.5170466054111e-06,0,1.5170466054111e-06,1.2,1.5170466054111e-06,0
1.5171079587452e-06,0,1.5171079587452e-06,1.2,1.5171079587452e-06,0
1.5172306654134e-06,0,1.5172306654134e-06,1.2,1.5172306654134e-06,0
1.5172920187475e-06,0,1.5172920187475e-06,1.2,1.5172920187475e-06,0
1.5174147254157e-06,0,1.5174147254157e-06,1.2,1.5174147254157e-06,0
1.5176404749521e-06,0,1.5176404749521e-06,1.2,1.5176404749521e-06,0
1.5176960138997e-06,0,1.5176960138997e-06,1.2,1.5176960138997e-06,0
1.5178070917949e-06,0,1.5178070917949e-06,1.2,1.5178070917949e-06,0
1.5179733546679e-06,0,1.5179733546679e-06,1.2,1.5179733546679e-06,0
1.5180331195e-06,0,1.5180331195e-06,1.2,1.5180331195e-06,0
1.5181526491641e-06,0,1.5181526491641e-06,1.2,1.5181526491641e-06,0
1.5183917084923e-06,0,1.5183917084923e-06,1.2,1.5183917084923e-06,0
1.5184496147766e-06,0,1.5184496147766e-06,1.2,1.5184496147766e-06,0
1.5185654273453e-06,0,1.5185654273453e-06,1.2,1.5185654273453e-06,0
1.5187970524826e-06,0,1.5187970524826e-06,1.2,1.5187970524826e-06,0
1.5191559176861e-06,0,1.5191559176861e-06,1.2,1.5191559176861e-06,0
1.5194593286497e-06,0,1.5194593286497e-06,1.2,1.5194593286497e-06,0
1.5195269125685e-06,0,1.5195269125685e-06,1.2,1.5195269125685e-06,0
1.519662080406e-06,0,1.519662080406e-06,1.2,1.519662080406e-06,0
1.519831040203e-06,0,1.519831040203e-06,1.2,1.519831040203e-06,0
1.5199999999999e-06,0,1.5199999999999e-06,1.2,1.5199999999999e-06,0
1.5203379195939e-06,0,1.5203379195939e-06,1.2,1.5203379195939e-06,0
1.5210137587817e-06,0,1.5210137587817e-06,1.2,1.5210137587817e-06,0
1.5223654371573e-06,0,1.5223654371573e-06,1.2,1.5223654371573e-06,0
1.5250687939085e-06,0,1.5250687939085e-06,1.2,1.5250687939085e-06,0
1.530475507411e-06,0,1.530475507411e-06,1.2,1.530475507411e-06,0
1.5412889344159e-06,0,1.5412889344159e-06,1.2,1.5412889344159e-06,0
1.5499999999999e-06,0,1.5499999999999e-06,1.2,1.5499999999999e-06,0
1.5599999999999e-06,0,1.5599999999999e-06,1.2,1.5599999999999e-06,0
1.5799999999999e-06,0,1.5799999999999e-06,1.2,1.5799999999999e-06,0
1.6099999999999e-06,0,1.6099999999999e-06,1.2,1.6099999999999e-06,0
1.6199999999999e-06,0,1.6199999999999e-06,1.2,1.6199999999999e-06,0
1.6349999999999e-06,0,1.6349999999999e-06,1.2,1.6349999999999e-06,0
1.6499999999999e-06,0,1.6499999999999e-06,1.2,1.6499999999999e-06,0
1.6599999999999e-06,0,1.6599999999999e-06,1.2,1.6599999999999e-06,0
1.6799999999999e-06,0,1.6799999999999e-06,1.2,1.6799999999999e-06,0
1.7099999999999e-06,0,1.7099999999999e-06,1.2,1.7099999999999e-06,0
1.7199999999999e-06,0,1.7199999999999e-06,1.2,1.7199999999999e-06,0
1.7349999999999e-06,0,1.7349999999999e-06,1.2,1.7349999999999e-06,0
1.7499999999999e-06,0,1.7499999999999e-06,1.2,1.7499999999999e-06,0
1.7599999999999e-06,0,1.7599999999999e-06,1.2,1.7599999999999e-06,0
1.7799999999999e-06,0,1.7799999999999e-06,1.2,1.7799999999999e-06,0
1.8099999999999e-06,0,1.8099999999999e-06,1.2,1.8099999999999e-06,0
1.8199999999999e-06,0,1.8199999999999e-06,1.2,1.8199999999999e-06,0
1.8349999999999e-06,0,1.8349999999999e-06,1.2,1.8349999999999e-06,0
1.8499999999999e-06,0,1.8499999999999e-06,1.2,1.8499999999999e-06,0
1.8599999999999e-06,0,1.8599999999999e-06,1.2,1.8599999999999e-06,0
1.8799999999999e-06,0,1.8799999999999e-06,1.2,1.8799999999999e-06,0
1.91e-06,0,1.91e-06,1.2,1.91e-06,0
1.92e-06,0,1.92e-06,1.2,1.92e-06,0
1.935e-06,0,1.935e-06,1.2,1.935e-06,0
1.95e-06,0,1.95e-06,1.2,1.95e-06,0
1.96e-06,0,1.96e-06,1.2,1.96e-06,0
1.9799999999999e-06,0,1.9799999999999e-06,1.2,1.9799999999999e-06,0
2e-06,0,2e-06,1.2,2e-06,0
2.0012499999999e-06,0,2.0012499999999e-06,1.2,2.0012499999999e-06,0
2.0021289294531e-06,0,2.0021289294531e-06,1.2,2.0021289294531e-06,0
2.0038867883594e-06,0,2.0038867883594e-06,1.2,2.0038867883594e-06,0
2.00463601e-06,0,2.00463601e-06,1.2,2.00463601e-06,0
2.00468601e-06,0,2.00468601e-06,1.2,2.00468601e-06,0
2.00476101e-06,0,2.00476101e-06,1.2,2.00476101e-06,0
2.00483601e-06,0,2.00483601e-06,1.2,2.00483601e-06,0
2.0049461644302e-06,0,2.0049461644302e-06,1.2,2.0049461644302e-06,0
2.005063505849e-06,0,2.005063505849e-06,1.2,2.005063505849e-06,0
2.0051687327717e-06,0,2.0051687327717e-06,1.2,2.0051687327717e-06,0
2.0052213462331e-06,0,2.0052213462331e-06,1.2,2.0052213462331e-06,0
2.0053265731558e-06,0,2.0053265731558e-06,1.2,2.0053265731558e-06,0
2.0055370270013e-06,0,2.0055370270013e-06,1.2,2.0055370270013e-06,0
2.0058699559167e-06,0,2.0058699559167e-06,1.2,2.0058699559167e-06,0
2.0059923472227e-06,0,2.0059923472227e-06,1.2,2.0059923472227e-06,0
2.0060535428757e-06,0,2.0060535428757e-06,1.2,2.0060535428757e-06,0
2.0061759341817e-06,0,2.0061759341817e-06,1.2,2.0061759341817e-06,0
2.0062129842207e-06,0,2.0062129842207e-06,1.2,2.0062129842207e-06,0
2.0062870842986e-06,0,2.0062870842986e-06,1.2,2.0062870842986e-06,0
2.0063163663993e-06,0,2.0063163663993e-06,1.2,2.0063163663993e-06,0
2.0063749306006e-06,0,2.0063749306006e-06,1.2,2.0063749306006e-06,0
2.0064675363366e-06,0,2.0064675363366e-06,1.2,2.0064675363366e-06,0
2.0065930862026e-06,0,2.0065930862026e-06,1.2,2.0065930862026e-06,0
2.0066205283439e-06,0,2.0066205283439e-06,1.2,2.0066205283439e-06,0
2.0066754126264e-06,0,2.0066754126264e-06,1.2,2.0066754126264e-06,0
2.006700354125e-06,0,2.006700354125e-06,1.2,2.006700354125e-06,0
2.0067502371223e-06,0,2.0067502371223e-06,1.2,2.0067502371223e-06,0
2.0068298671274e-06,0,2.0068298671274e-06,1.2,2.0068298671274e-06,0
2.0069098601463e-06,0,2.0069098601463e-06,1.2,2.0069098601463e-06,0
2.0069251986604e-06,0,2.0069251986604e-06,1.2,2.0069251986604e-06,0
2.0069558756885e-06,0,2.0069558756885e-06,1.2,2.0069558756885e-06,0
2.0070162641829e-06,0,2.0070162641829e-06,1.2,2.0070162641829e-06,0
2.0070341719052e-06,0,2.0070341719052e-06,1.2,2.0070341719052e-06,0
2.0070699873497e-06,0,2.0070699873497e-06,1.2,2.0070699873497e-06,0
2.0071416182389e-06,0,2.0071416182389e-06,1.2,2.0071416182389e-06,0
2.0072273013433e-06,0,2.0072273013433e-06,1.2,2.0072273013433e-06,0
2.0072475221339e-06,0,2.0072475221339e-06,1.2,2.0072475221339e-06,0
2.0072879637149e-06,0,2.0072879637149e-06,1.2,2.0072879637149e-06,0
2.0073688468771e-06,0,2.0073688468771e-06,1.2,2.0073688468771e-06,0
2.0074756348676e-06,0,2.0074756348676e-06,1.2,2.0074756348676e-06,0
2.0076623284743e-06,0,2.0076623284743e-06,1.2,2.0076623284743e-06,0
2.0080357156876e-06,0,2.0080357156876e-06,1.2,2.0080357156876e-06,0
2.0087824901142e-06,0,2.0087824901142e-06,1.2,2.0087824901142e-06,0
2.01e-06,0,2.01e-06,1.2,2.01e-06,0
2.0103596641995e-06,0,2.0103596641995e-06,1.2,2.0103596641995e-06,0
2.0105394962992e-06,0,2.0105394962992e-06,1.2,2.0105394962992e-06,0
2.0108991604987e-06,0,2.0108991604987e-06,1.2,2.0108991604987e-06,0
2.0116184888977e-06,0,2.0116184888977e-06,1.2,2.0116184888977e-06,0
2.0118744761402e-06,0,2.0118744761402e-06,1.2,2.0118744761402e-06,0
2.0123864506252e-06,0,2.0123864506252e-06,1.2,2.0123864506252e-06,0
2.0129541279913e-06,0,2.0129541279913e-06,1.2,2.0129541279913e-06,0
2.0136103623738e-06,0,2.0136103623738e-06,1.2,2.0136103623738e-06,0
2.013735233811e-06,0,2.013735233811e-06,1.2,2.013735233811e-06,0
2.0139849766856e-06,0,2.0139849766856e-06,1.2,2.0139849766856e-06,0
2.0144844624346e-06,0,2.0144844624346e-06,1.2,2.0144844624346e-06,0
2.014700398093e-06,0,2.014700398093e-06,1.2,2.014700398093e-06,0
2.0151322694097e-06,0,2.0151322694097e-06,1.2,2.0151322694097e-06,0
2.0159960120432e-06,0,2.0159960120432e-06,1.2,2.0159960120432e-06,0
2.0177234973101e-06,0,2.0177234973101e-06,1.2,2.0177234973101e-06,0
2.0182926229826e-06,0,2.0182926229826e-06,1.2,2.0182926229826e-06,0
2.0191463114913e-06,0,2.0191463114913e-06,1.2,2.0191463114913e-06,0
2.0199999999999e-06,0,2.0199999999999e-06,1.2,2.0199999999999e-06,0
2.0202637355353e-06,0,2.0202637355353e-06,1.2,2.0202637355353e-06,0
2.0207912066059e-06,0,2.0207912066059e-06,1.2,2.0207912066059e-06,0
2.0211319289653e-06,0,2.0211319289653e-06,1.2,2.0211319289653e-06,0
2.0212337195198e-06,0,2.0212337195198e-06,1.2,2.0212337195198e-06,0
2.0214373006286e-06,0,2.0214373006286e-06,1.2,2.0214373006286e-06,0
2.0218444628464e-06,0,2.0218444628464e-06,1.2,2.0218444628464e-06,0
